date,Alice,Bob,Chris,Dave,Eliza,Fred,George,Helen,Jack,Kelly,Linda,Meg,Noah,Oscar,Peter,Quinn
09-51-35,0,31,35,0,0,0,0,0,0,0,32,30,0,0,0,0
09-51-45,0,31,34,33,0,0,0,0,0,0,0,33,0,0,0,0
09-51-55,0,29,47,38,0,0,32,0,0,0,0,30,0,0,0,0
09-52-05,0,34,0,0,0,0,30,0,0,0,0,0,0,0,35,0
09-52-15,0,30,33,32,0,0,0,0,0,0,0,0,0,0,0,0
09-52-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0
09-52-35,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0
09-53-05,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0
09-53-15,0,0,0,35,0,0,0,0,0,0,0,0,0,0,29,0
09-53-25,0,0,35,35,29,0,0,0,0,0,35,0,0,0,0,0
09-53-35,0,0,0,32,0,0,0,37,0,0,0,0,0,0,0,0
09-53-45,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
09-54-05,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
09-54-15,0,0,31,0,0,0,29,0,0,0,0,0,0,0,0,0
09-54-25,0,0,45,0,0,0,30,0,0,0,0,0,33,0,0,0
09-54-35,0,0,0,0,0,0,30,0,0,0,0,32,0,0,0,0
09-54-45,0,30,0,33,0,0,31,0,0,0,0,0,0,0,0,0
09-54-55,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0
09-55-05,0,37,0,0,0,0,29,0,0,0,0,37,0,30,0,0
09-55-15,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
09-55-25,0,0,0,0,0,0,35,0,0,0,0,0,0,29,0,0
09-55-35,0,37,0,0,0,0,33,0,0,0,0,0,0,30,0,0
09-55-45,0,29,0,0,0,0,32,0,0,0,0,33,0,0,0,0
09-55-55,0,0,0,0,0,0,32,0,0,0,0,32,0,0,0,0
09-56-05,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0
09-56-15,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
09-56-25,0,0,0,0,0,0,31,34,0,0,0,31,0,0,0,0
09-56-35,0,0,0,0,36,0,32,32,0,0,0,29,0,0,0,0
09-56-45,0,0,0,31,0,0,31,0,0,0,0,0,0,31,0,0
09-56-55,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
09-57-05,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
09-57-15,0,0,0,0,0,0,0,0,0,0,35,30,0,0,31,0
09-57-25,0,0,0,0,0,0,0,31,0,0,0,29,0,0,0,0
09-57-35,0,0,0,0,35,0,0,32,0,0,0,30,0,0,0,0
09-57-45,0,0,0,0,0,0,34,0,0,0,0,29,0,30,0,0
09-58-05,0,0,0,0,0,0,32,0,0,0,0,0,0,31,0,0
09-58-15,0,0,0,0,36,0,31,0,0,0,0,0,0,31,0,0
09-58-25,0,0,0,0,0,0,30,0,0,0,0,0,0,31,0,0
09-58-35,0,0,0,0,0,0,31,35,0,0,0,0,0,30,0,0
09-58-45,0,0,0,0,0,0,31,34,0,0,0,0,0,31,0,0
09-58-55,0,0,0,0,36,0,31,0,0,0,0,0,0,30,0,0
09-59-05,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0
10-00-05,0,0,0,0,0,0,0,0,0,0,0,30,0,30,0,0
10-00-15,0,0,33,0,36,0,0,0,0,0,0,0,0,32,0,0
10-00-35,0,0,31,0,40,0,0,33,0,0,0,0,29,0,0,0
10-00-45,0,0,0,0,0,0,33,0,0,0,0,33,0,30,0,0
10-00-55,0,0,0,0,0,0,0,0,0,0,0,33,0,30,0,0
10-01-05,0,0,0,0,0,0,35,34,0,0,0,30,0,33,0,0
10-01-15,0,0,0,0,0,0,39,0,0,0,0,29,0,29,0,0
10-01-25,0,0,0,0,0,0,39,33,0,0,0,0,0,0,0,0
10-01-45,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0
10-02-15,0,0,35,0,0,0,0,0,0,0,0,0,31,0,0,0
10-02-25,0,0,33,0,43,0,0,0,0,0,0,0,0,0,0,0
10-02-35,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
10-02-45,0,0,35,0,40,0,0,0,0,0,0,0,33,0,0,0
10-02-55,0,0,0,0,0,0,31,0,0,0,33,0,0,32,32,0
10-03-05,0,0,0,0,0,0,35,0,0,0,31,0,0,29,32,0
10-03-15,0,0,0,30,0,0,33,0,0,0,0,0,0,35,36,0
10-03-25,0,0,0,31,0,0,32,0,0,0,0,31,0,36,32,0
10-03-35,0,0,0,32,0,0,32,0,0,0,37,29,0,36,32,0
10-03-45,0,0,0,29,0,0,33,0,0,0,40,31,0,31,0,0
10-03-55,0,0,0,31,0,0,33,0,0,0,0,30,0,34,34,0
10-04-05,0,0,0,0,0,30,32,0,0,0,35,0,0,33,43,0
10-04-15,0,0,0,30,0,0,33,0,0,0,39,32,0,0,32,29
10-04-25,0,0,0,30,0,30,33,0,0,0,31,36,0,34,38,0
10-04-35,0,0,0,30,0,31,30,36,0,0,30,38,0,32,41,0
10-04-45,0,0,0,0,0,0,32,0,0,0,0,30,0,0,37,0
10-04-55,0,0,0,0,0,0,32,0,0,0,0,31,0,0,38,0
10-05-05,0,0,0,0,0,0,34,0,0,0,30,34,0,0,35,0
10-05-15,0,0,0,0,0,0,32,0,0,0,31,0,0,0,38,0
10-05-25,0,0,0,0,0,0,29,0,0,0,0,34,0,0,35,0
10-05-35,0,0,0,33,0,32,33,0,0,0,34,0,0,32,40,0
10-05-45,0,0,0,32,0,0,36,0,0,0,0,0,0,31,31,0
10-05-55,0,0,0,29,0,0,31,0,0,0,38,30,0,0,38,0
10-06-05,0,0,0,37,0,0,32,0,0,0,53,0,0,0,0,0
10-06-15,0,0,0,0,0,0,29,0,0,0,54,0,0,0,0,0
10-06-25,0,0,0,0,0,0,31,0,0,0,53,0,0,0,0,0
10-06-35,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0
10-06-45,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0
10-06-55,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
10-07-05,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0
10-07-15,0,0,0,0,0,0,33,0,0,0,48,0,0,0,0,0
10-07-25,0,0,0,0,0,0,35,0,0,0,47,0,0,0,0,0
10-07-35,0,0,0,0,31,0,0,0,0,0,50,0,0,0,0,0
10-07-45,0,0,0,0,0,0,32,0,0,0,50,0,0,0,0,0
10-07-55,0,0,0,0,0,0,0,0,0,0,50,29,0,0,0,0
10-08-05,0,0,0,0,0,0,34,0,0,0,51,30,0,0,0,0
10-08-15,0,0,0,0,0,0,0,0,0,0,51,33,0,0,0,0
10-08-25,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0
10-08-35,0,0,0,0,0,0,0,0,0,0,52,33,0,0,0,0
10-08-45,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0
10-08-55,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
10-09-05,0,0,0,0,0,0,0,0,0,0,54,30,0,0,0,0
10-09-15,0,0,0,0,0,0,0,0,0,0,56,34,0,0,0,0
10-09-25,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0
10-09-35,0,0,0,0,0,0,0,0,0,0,54,30,0,0,0,0
10-09-45,0,0,0,0,0,0,0,0,0,0,37,31,0,0,0,0
10-09-55,0,0,0,0,0,0,0,0,0,0,36,39,0,0,0,0
10-10-05,0,0,35,0,0,0,0,0,0,0,53,32,0,0,0,0
10-10-15,0,0,34,0,0,0,0,32,0,0,44,31,0,0,0,0
10-10-25,0,0,0,0,0,0,35,0,0,0,31,0,0,0,30,0
10-10-35,0,31,32,0,0,0,35,0,0,0,32,32,0,0,0,0
10-10-45,0,29,0,0,0,0,39,0,0,0,37,0,0,0,0,0
10-10-55,0,30,0,0,0,0,0,0,0,0,38,0,0,0,0,0
10-11-05,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0
10-11-15,0,29,32,33,0,0,35,0,0,0,0,0,0,0,0,0
10-11-25,0,30,0,30,0,0,0,0,0,0,31,0,0,0,0,0
10-11-35,0,0,0,31,0,0,34,0,0,0,32,0,0,0,0,0
10-11-45,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
10-11-55,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0
10-12-05,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
10-12-25,0,0,0,0,30,0,29,0,0,0,0,0,0,0,0,0
10-12-35,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0
10-12-45,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
10-13-45,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-13-55,0,0,0,0,0,0,30,0,0,0,29,0,0,0,0,0
10-14-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
10-14-15,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-14-25,0,0,0,0,0,0,30,0,0,0,33,39,0,0,0,0
10-14-35,0,33,30,0,0,0,34,0,0,0,0,31,0,32,0,0
10-14-45,0,0,33,0,0,0,0,29,0,0,0,34,0,30,0,0
10-14-55,0,29,30,0,36,0,29,0,0,0,0,38,32,0,35,0
10-15-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
10-15-15,0,0,30,0,0,0,0,0,0,0,0,0,31,0,0,0
10-15-25,0,0,38,0,0,0,29,0,0,0,0,0,30,0,0,0
10-15-35,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
10-15-45,0,0,36,0,0,0,31,0,0,0,0,0,0,0,0,0
10-15-55,0,0,36,0,0,0,0,0,0,0,0,0,31,0,0,0
10-16-05,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
10-16-15,0,0,36,0,0,0,0,0,0,0,0,0,29,0,0,0
10-16-25,0,0,32,0,0,0,0,0,0,0,0,0,31,0,0,0
10-16-35,0,0,29,0,0,0,30,0,0,0,0,0,30,0,0,0
10-16-45,0,0,31,0,0,0,0,0,0,0,0,0,29,0,0,0
10-16-55,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
10-17-15,0,0,0,0,0,0,29,0,0,0,0,0,30,0,0,0
10-17-25,0,0,30,0,0,0,0,0,0,0,0,0,29,0,0,0
10-17-35,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
10-17-55,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
10-18-05,0,0,30,0,0,0,30,0,0,0,0,0,0,0,0,0
10-18-15,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
10-18-25,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
10-18-35,0,0,33,0,0,0,29,0,0,0,0,0,34,0,0,0
10-18-45,0,0,35,0,0,0,30,0,0,0,0,29,0,0,0,0
10-18-55,0,0,35,0,0,0,31,0,0,0,0,30,0,0,0,0
10-19-05,0,0,35,0,0,0,32,0,0,0,0,34,0,31,0,0
10-19-15,0,0,36,0,0,0,33,0,0,0,0,33,0,32,0,0
10-19-25,0,0,35,0,0,0,32,0,0,0,0,34,0,31,0,0
10-19-35,0,0,37,0,0,0,34,0,0,0,0,0,0,31,0,0
10-19-45,0,0,30,0,0,0,34,0,0,0,0,0,33,29,0,0
10-19-55,0,0,29,0,0,29,34,0,0,0,30,0,32,30,0,0
10-20-05,0,31,35,0,30,0,33,0,0,0,32,0,31,0,30,0
10-20-15,0,0,33,0,0,0,31,33,0,0,30,0,33,0,30,0
10-20-25,0,34,0,0,0,0,31,0,0,0,33,32,0,0,0,0
10-20-35,0,0,33,0,0,0,34,0,0,0,31,0,0,0,0,0
10-20-45,0,0,30,0,0,0,31,0,0,0,32,29,0,0,31,0
10-20-55,0,0,30,0,0,0,29,0,0,0,32,0,0,0,30,0
10-21-05,0,0,29,0,0,0,0,0,0,0,32,0,0,0,0,0
10-21-15,0,0,31,0,32,0,37,0,0,0,0,30,0,0,0,0
10-21-25,0,0,32,0,0,0,32,0,0,0,34,31,0,29,0,0
10-21-35,0,0,31,0,0,0,0,0,0,0,0,31,0,0,0,0
10-21-45,0,0,32,0,29,0,31,0,0,0,31,32,0,0,0,0
10-21-55,0,0,30,0,0,0,0,0,0,0,31,0,0,0,0,0
10-22-05,0,0,31,0,0,0,29,0,0,0,31,0,0,0,0,0
10-22-15,0,0,0,0,0,0,30,0,0,0,31,0,0,0,0,0
10-22-25,0,0,31,0,0,0,29,0,0,0,30,0,0,0,0,0
10-22-35,0,0,31,0,30,0,0,0,0,0,0,0,0,0,0,0
10-22-45,0,0,0,0,32,0,29,0,0,0,0,0,0,0,0,0
10-22-55,0,0,0,0,29,0,30,0,0,0,29,0,0,0,0,0
10-23-05,0,32,0,0,30,0,30,0,0,0,0,0,0,0,0,0
10-23-15,0,33,0,0,30,0,30,0,0,0,0,0,0,0,0,0
10-23-25,0,0,0,0,30,0,31,0,0,0,0,0,30,0,0,0
10-23-35,0,0,29,0,30,0,0,0,0,0,0,0,30,0,0,0
10-23-45,0,0,0,0,32,0,31,0,0,0,0,0,0,0,0,0
10-23-55,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
10-24-05,0,0,0,0,31,0,30,0,0,0,0,0,0,0,0,0
10-24-15,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0
10-24-25,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0
10-24-35,0,0,0,0,33,0,33,0,0,0,0,0,0,0,30,0
10-24-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
10-24-55,0,0,35,0,0,0,0,0,0,0,0,0,0,0,29,0
10-25-05,0,0,33,0,0,0,0,0,0,0,0,0,0,0,30,0
10-25-15,0,0,36,0,0,0,0,0,0,0,0,0,0,0,30,0
10-25-35,0,0,37,0,0,0,0,0,0,0,0,0,30,0,30,0
10-25-45,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
10-25-55,0,32,31,0,0,0,33,31,0,0,0,0,0,30,35,0
10-26-05,0,0,0,0,0,0,32,0,0,0,0,0,29,0,0,0
10-26-15,0,0,44,31,0,0,0,0,0,0,0,0,33,0,31,0
10-26-25,0,0,40,0,0,0,0,0,0,0,0,0,0,0,32,0
10-26-35,0,0,36,0,0,0,29,0,0,0,0,0,0,0,0,0
10-26-45,0,0,34,0,0,0,0,0,0,0,0,31,0,0,0,0
10-26-55,0,0,29,0,0,0,0,0,0,0,0,31,0,0,0,0
10-27-05,0,0,31,0,0,0,33,30,0,0,0,34,0,29,36,0
10-27-15,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0
10-27-25,0,0,0,38,0,0,0,0,0,0,0,33,0,0,0,0
10-28-05,0,0,0,0,31,0,0,0,0,0,34,0,0,0,29,0
10-29-05,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0
10-29-25,0,0,0,0,0,0,0,32,0,0,35,0,0,0,0,0
10-29-35,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0
10-29-55,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0
10-30-05,0,0,0,0,0,0,0,34,0,0,0,0,0,0,30,0
10-30-15,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0
10-30-25,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0
10-30-35,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0
10-30-45,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0
10-30-55,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0
10-31-05,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0
10-31-15,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0
10-31-25,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0
10-31-35,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0
10-31-45,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0
10-31-55,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0
10-32-05,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0
10-32-15,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0
10-32-35,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0
10-32-45,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0
10-32-55,0,0,0,0,0,0,0,32,0,0,0,35,0,0,33,0
10-33-05,0,34,29,0,34,0,0,32,0,0,0,0,0,0,0,0
10-33-15,0,31,0,0,0,0,0,0,0,0,36,36,0,31,31,0
10-33-25,0,35,33,0,0,0,0,0,0,0,0,39,0,0,0,0
10-33-35,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0
10-33-45,0,31,39,0,0,0,0,31,0,0,0,31,0,0,0,0
10-33-55,0,33,32,37,0,31,0,35,0,0,0,35,0,0,0,0
10-34-05,0,30,32,0,0,0,0,31,0,0,35,0,30,0,0,0
10-34-15,0,32,33,0,0,31,0,30,0,0,31,36,0,0,0,0
10-34-25,0,31,33,0,0,31,0,36,0,0,32,32,0,0,0,0
10-34-35,0,0,31,0,0,0,0,35,0,0,0,31,0,0,0,0
10-34-45,0,32,30,29,0,32,0,0,0,0,33,36,0,0,0,0
10-34-55,0,38,0,31,0,35,0,0,0,0,38,32,0,0,31,0
10-35-05,0,32,33,0,0,37,0,0,0,0,32,0,0,0,0,0
10-35-15,0,0,31,0,0,0,0,0,0,0,0,34,0,0,0,0
10-35-25,0,0,29,0,0,0,32,36,0,0,0,30,0,0,0,0
10-35-35,0,31,32,30,0,30,0,35,0,0,30,0,0,0,45,0
10-35-45,0,0,37,0,0,31,0,0,0,0,34,0,0,0,0,0
10-35-55,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0
10-36-05,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
10-36-15,0,29,0,0,0,0,0,0,0,0,0,0,0,31,0,0
10-36-25,0,29,34,0,0,31,0,0,0,0,0,0,0,32,0,0
10-36-35,0,30,30,0,0,30,0,34,0,0,0,0,0,33,0,0
10-36-45,0,36,32,0,0,32,0,41,0,0,0,0,0,40,0,0
10-36-55,0,0,0,0,0,30,0,0,0,0,35,0,0,31,0,0
10-37-05,0,0,0,0,0,30,0,0,0,0,34,0,0,0,0,0
10-37-15,0,32,31,0,0,32,0,0,0,0,0,0,0,0,0,0
10-37-35,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0
10-37-45,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
10-37-55,0,0,33,32,0,31,0,0,0,0,0,0,0,0,0,0
10-38-05,0,0,34,0,0,29,0,0,0,0,0,0,0,0,0,0
10-38-15,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
10-38-25,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
10-38-35,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
10-38-45,0,30,36,34,0,0,0,0,0,0,0,0,0,0,0,0
10-38-55,0,0,34,33,0,29,0,30,0,0,0,0,0,38,0,0
10-39-05,0,0,34,30,0,0,0,0,0,0,0,0,0,32,0,0
10-39-15,0,0,0,32,0,0,0,30,0,0,0,0,0,0,0,0
10-39-25,0,0,0,32,0,30,0,30,0,0,0,0,0,33,0,0
10-39-35,0,35,32,30,0,31,0,34,0,0,36,0,0,0,0,0
10-39-45,0,0,29,29,0,0,0,0,0,0,0,0,0,33,0,0
10-39-55,0,0,31,0,0,0,0,0,0,0,30,0,0,32,0,0
10-40-05,0,0,31,36,0,0,0,0,0,0,30,0,0,30,0,0
10-40-15,0,0,30,29,0,30,0,0,0,0,31,0,0,32,0,0
10-40-25,0,0,30,0,0,0,0,0,0,0,32,0,0,34,0,0
10-40-35,0,0,35,0,0,30,0,31,0,0,0,0,0,32,0,0
10-40-45,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0
10-41-05,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0
10-41-25,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-41-35,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-41-45,0,32,0,0,0,0,0,46,0,0,0,0,0,0,0,0
10-41-55,0,31,0,0,0,30,0,40,0,0,0,0,0,0,0,0
10-42-05,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0
10-42-25,0,0,32,0,0,30,0,0,0,0,0,0,0,0,0,0
10-42-35,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
10-42-45,0,0,33,0,0,32,0,0,0,0,0,0,0,0,0,0
10-44-25,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-44-35,0,31,0,0,0,0,0,29,0,0,0,0,0,0,0,0
10-44-45,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0
10-45-15,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
10-45-45,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0
10-46-05,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
10-46-15,0,0,0,0,0,0,0,32,0,0,36,0,0,0,0,0
10-47-05,0,0,0,31,0,0,0,29,0,0,0,0,0,0,0,0
10-47-15,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
10-47-25,0,34,0,0,0,31,0,0,0,0,0,0,0,0,0,0
10-47-35,0,37,0,0,0,30,0,0,0,0,35,0,0,0,0,0
10-47-45,0,0,0,0,0,31,0,0,0,0,0,0,0,32,0,0
10-47-55,0,0,0,0,0,31,0,0,0,0,0,0,0,29,0,0
10-48-05,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0
10-48-15,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
10-48-25,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
10-48-35,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
10-49-55,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0
10-50-05,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0
10-50-25,0,0,0,0,0,31,0,34,0,0,0,0,0,0,0,0
10-50-35,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
10-50-45,0,33,0,0,0,30,0,0,0,0,0,0,0,0,0,0
10-50-55,0,29,33,31,0,32,0,0,0,0,0,0,0,0,0,0
10-51-05,0,0,29,31,0,30,0,0,0,0,0,0,0,0,0,0
10-51-15,0,0,32,31,0,32,0,39,0,0,0,0,0,0,0,0
10-51-25,0,0,30,0,0,0,0,0,0,0,31,0,0,33,0,0
10-51-35,0,34,0,30,0,30,0,31,0,0,0,0,0,0,0,0
10-51-45,0,36,34,0,0,31,0,0,0,0,0,0,0,0,0,0
10-51-55,0,35,32,0,0,34,0,0,0,0,0,0,0,0,0,0
10-52-05,0,38,34,0,0,34,0,0,0,0,0,0,0,0,0,0
10-52-15,0,38,0,0,0,31,0,0,0,0,0,0,0,0,0,0
10-52-25,0,39,30,0,0,0,0,0,0,0,0,0,0,0,0,0
10-52-35,0,33,30,0,0,34,0,0,0,0,0,0,0,0,0,0
10-52-45,0,32,34,0,0,32,0,0,0,0,0,0,0,0,0,0
10-52-55,0,33,0,0,0,31,0,38,0,0,0,0,31,0,32,0
10-53-05,0,32,36,0,0,30,0,0,0,0,0,0,0,0,0,0
10-53-15,0,31,0,36,35,0,0,0,0,0,35,0,0,34,0,0
10-53-25,0,37,30,0,0,35,0,0,0,0,0,0,0,0,37,0
10-53-35,0,41,30,0,0,35,0,0,0,0,0,0,0,0,0,0
10-53-45,0,38,0,0,0,32,0,0,0,0,0,0,0,0,38,0
10-53-55,0,39,0,0,0,33,0,0,0,0,0,0,0,0,29,0
10-54-05,0,41,0,29,0,33,0,0,0,0,0,0,0,29,0,0
10-54-15,0,38,0,0,36,33,0,0,0,0,0,0,0,0,0,0
10-54-25,0,40,0,0,0,33,0,0,0,0,0,0,0,0,0,0
10-54-35,0,35,0,0,31,31,0,0,0,0,0,0,0,0,0,0
